accumulated_pos,step,coverage_rate,repeated_coverage,algorithm
0.8551335088379092,12,0.7758620689655172,0.1206896551724138,PPO
0.8669236555095903,13,0.8103448275862069,0.15517241379310345,PPO
0.870345994734863,14,0.8275862068965517,0.20689655172413793,PPO
0.8737683339601355,15,0.8620689655172413,0.2413793103448276,PPO
0.8752726588943213,16,0.8793103448275862,0.29310344827586204,PPO
0.8782060925159836,17,0.896551724137931,0.3448275862068966,PPO
0.8793155321549456,18,0.9137931034482759,0.39655172413793105,PPO
0.8804625799172623,19,0.9310344827586207,0.4482758620689655,PPO
0.8804625799172623,20,0.9310344827586207,0.5172413793103449,PPO
0.8819857089131254,21,0.9482758620689655,0.5689655172413793,PPO
0.8874952989845809,22,0.9655172413793104,0.6206896551724138,PPO
0.8983640466340732,23,0.9827586206896551,0.6724137931034483,PPO
0.8983640466340732,24,0.9827586206896551,0.7413793103448276,PPO
0.8983640466340732,25,0.9827586206896551,0.8103448275862069,PPO
0.8983640466340732,26,0.9827586206896551,0.8793103448275862,PPO
0.8983640466340732,27,0.9827586206896551,0.9482758620689655,PPO
0.8983640466340732,28,0.9827586206896551,1.0172413793103448,PPO
0.9000000000000002,29,1.0,1.0689655172413792,PPO
0.041312523505077095,0,0.06896551724137931,0.0,PPO
0.14462203836028584,1,0.13793103448275862,0.0,PPO
0.27803685596088756,2,0.20689655172413793,0.0,PPO
0.44270402406919895,3,0.27586206896551724,0.0,PPO
0.5588755171116961,4,0.3448275862068966,0.0,PPO
0.611320045129748,5,0.41379310344827586,0.0,PPO
0.6518616021060549,6,0.4482758620689655,0.034482758620689655,PPO
0.7213050018804062,7,0.5172413793103449,0.034482758620689655,PPO
0.7891688604738625,8,0.5862068965517241,0.034482758620689655,PPO
0.8206280556600227,9,0.6551724137931034,0.034482758620689655,PPO
0.8319857089131254,10,0.6896551724137931,0.06896551724137931,PPO
0.835351635953366,11,0.7241379310344828,0.10344827586206896,PPO
0.8551335088379092,12,0.7758620689655172,0.1206896551724138,PPO
0.8669236555095903,13,0.8103448275862069,0.15517241379310345,PPO
0.870345994734863,14,0.8275862068965517,0.20689655172413793,PPO
0.8737683339601355,15,0.8620689655172413,0.2413793103448276,PPO
0.8752726588943213,16,0.8793103448275862,0.29310344827586204,PPO
0.8782060925159836,17,0.896551724137931,0.3448275862068966,PPO
0.8793155321549456,18,0.9137931034482759,0.39655172413793105,PPO
0.8804625799172623,19,0.9310344827586207,0.4482758620689655,PPO
0.8804625799172623,20,0.9310344827586207,0.5172413793103449,PPO
0.8819857089131254,21,0.9482758620689655,0.5689655172413793,PPO
0.8874952989845809,22,0.9655172413793104,0.6206896551724138,PPO
0.8983640466340732,23,0.9827586206896551,0.6724137931034483,PPO
0.8983640466340732,24,0.9827586206896551,0.7413793103448276,PPO
0.8983640466340732,25,0.9827586206896551,0.8103448275862069,PPO
0.8983640466340732,26,0.9827586206896551,0.8793103448275862,PPO
0.8983640466340732,27,0.9827586206896551,0.9482758620689655,PPO
0.8983640466340732,28,0.9827586206896551,1.0172413793103448,PPO
0.9000000000000002,29,1.0,1.0689655172413792,PPO
0.041312523505077095,0,0.06896551724137931,0.0,PPO
0.14462203836028584,1,0.13793103448275862,0.0,PPO
0.27803685596088756,2,0.20689655172413793,0.0,PPO
0.44270402406919895,3,0.27586206896551724,0.0,PPO
0.5588755171116961,4,0.3448275862068966,0.0,PPO
0.611320045129748,5,0.41379310344827586,0.0,PPO
0.6518616021060549,6,0.4482758620689655,0.034482758620689655,PPO
0.7213050018804062,7,0.5172413793103449,0.034482758620689655,PPO
0.7891688604738625,8,0.5862068965517241,0.034482758620689655,PPO
0.8206280556600227,9,0.6551724137931034,0.034482758620689655,PPO
0.8319857089131254,10,0.6896551724137931,0.06896551724137931,PPO
0.835351635953366,11,0.7241379310344828,0.10344827586206896,PPO
0.8551335088379092,12,0.7758620689655172,0.1206896551724138,PPO
0.8669236555095903,13,0.8103448275862069,0.15517241379310345,PPO
0.870345994734863,14,0.8275862068965517,0.20689655172413793,PPO
0.8737683339601355,15,0.8620689655172413,0.2413793103448276,PPO
0.8752726588943213,16,0.8793103448275862,0.29310344827586204,PPO
0.8782060925159836,17,0.896551724137931,0.3448275862068966,PPO
0.8793155321549456,18,0.9137931034482759,0.39655172413793105,PPO
0.8804625799172623,19,0.9310344827586207,0.4482758620689655,PPO
0.8804625799172623,20,0.9310344827586207,0.5172413793103449,PPO
0.8819857089131254,21,0.9482758620689655,0.5689655172413793,PPO
0.8874952989845809,22,0.9655172413793104,0.6206896551724138,PPO
0.8983640466340732,23,0.9827586206896551,0.6724137931034483,PPO
0.8983640466340732,24,0.9827586206896551,0.7413793103448276,PPO
0.8983640466340732,25,0.9827586206896551,0.8103448275862069,PPO
0.8983640466340732,26,0.9827586206896551,0.8793103448275862,PPO
0.8983640466340732,27,0.9827586206896551,0.9482758620689655,PPO
0.8983640466340732,28,0.9827586206896551,1.0172413793103448,PPO
0.9000000000000002,29,1.0,1.0689655172413792,PPO
