accumulated_pos,step,coverage_rate,repeated_coverage,algorithm
0.9,38,1.0,0.3275862068965517,PPO
0.024238435502068445,0,0.034482758620689655,0.0,PPO
0.08115833019932306,1,0.06896551724137931,0.0,PPO
0.1684467845054532,2,0.10344827586206896,0.0,PPO
0.2719819481007898,3,0.13793103448275862,0.0,PPO
0.3566378337720948,4,0.1724137931034483,0.0,PPO
0.405133508837909,5,0.20689655172413793,0.0,PPO
0.44119969913501317,6,0.2413793103448276,0.0,PPO
0.4839977435125987,7,0.27586206896551724,0.0,PPO
0.48881158330199326,8,0.29310344827586204,0.017241379310344827,PPO
0.5224708537044003,9,0.3275862068965517,0.017241379310344827,PPO
0.5568822865739,10,0.3448275862068966,0.034482758620689655,PPO
0.5931553215494547,11,0.3620689655172414,0.05172413793103448,PPO
0.6195938322677699,12,0.3793103448275862,0.06896551724137931,PPO
0.6711733734486649,13,0.41379310344827586,0.06896551724137931,PPO
0.6955434373824746,14,0.4482758620689655,0.06896551724137931,PPO
0.7252914629559984,15,0.4827586206896552,0.06896551724137931,PPO
0.759101165851824,16,0.5172413793103449,0.06896551724137931,PPO
0.7740691989469726,17,0.5344827586206896,0.08620689655172414,PPO
0.7783377209477247,18,0.5517241379310345,0.10344827586206896,PPO
0.7783377209477247,19,0.5517241379310345,0.13793103448275862,PPO
0.782380594208349,20,0.5862068965517241,0.13793103448275862,PPO
0.7886235426852201,21,0.6206896551724138,0.13793103448275862,PPO
0.7988153441143288,22,0.6379310344827587,0.15517241379310345,PPO
0.8125987213238061,23,0.6724137931034483,0.15517241379310345,PPO
0.8143098909364423,24,0.6896551724137931,0.1724137931034483,PPO
0.8371944339977436,25,0.7241379310344828,0.1724137931034483,PPO
0.8428544565626176,26,0.7586206896551724,0.1724137931034483,PPO
0.8523128995863107,27,0.7931034482758621,0.1724137931034483,PPO
0.8597216998871757,28,0.8103448275862069,0.1896551724137931,PPO
0.8682399398270028,29,0.8448275862068966,0.1896551724137931,PPO
0.8741256111320046,30,0.8793103448275862,0.1896551724137931,PPO
0.8787702143663032,31,0.9137931034482759,0.1896551724137931,PPO
0.8842798044377587,32,0.9310344827586207,0.20689655172413793,PPO
0.8968597216998873,33,0.9655172413793104,0.20689655172413793,PPO
0.898364046634073,34,0.9827586206896551,0.22413793103448276,PPO
0.898364046634073,35,0.9827586206896551,0.25862068965517243,PPO
0.898364046634073,36,0.9827586206896551,0.29310344827586204,PPO
0.898364046634073,37,0.9827586206896551,0.3275862068965517,PPO
0.9,38,1.0,0.3275862068965517,PPO
0.024238435502068445,0,0.034482758620689655,0.0,PPO
0.08115833019932306,1,0.06896551724137931,0.0,PPO
0.1684467845054532,2,0.10344827586206896,0.0,PPO
0.2719819481007898,3,0.13793103448275862,0.0,PPO
0.3566378337720948,4,0.1724137931034483,0.0,PPO
0.405133508837909,5,0.20689655172413793,0.0,PPO
0.44119969913501317,6,0.2413793103448276,0.0,PPO
0.4839977435125987,7,0.27586206896551724,0.0,PPO
0.48881158330199326,8,0.29310344827586204,0.017241379310344827,PPO
0.5224708537044003,9,0.3275862068965517,0.017241379310344827,PPO
0.5568822865739,10,0.3448275862068966,0.034482758620689655,PPO
0.5931553215494547,11,0.3620689655172414,0.05172413793103448,PPO
0.6195938322677699,12,0.3793103448275862,0.06896551724137931,PPO
0.6711733734486649,13,0.41379310344827586,0.06896551724137931,PPO
0.6955434373824746,14,0.4482758620689655,0.06896551724137931,PPO
0.7252914629559984,15,0.4827586206896552,0.06896551724137931,PPO
0.759101165851824,16,0.5172413793103449,0.06896551724137931,PPO
0.7740691989469726,17,0.5344827586206896,0.08620689655172414,PPO
0.7783377209477247,18,0.5517241379310345,0.10344827586206896,PPO
0.7783377209477247,19,0.5517241379310345,0.13793103448275862,PPO
0.782380594208349,20,0.5862068965517241,0.13793103448275862,PPO
0.7886235426852201,21,0.6206896551724138,0.13793103448275862,PPO
0.7988153441143288,22,0.6379310344827587,0.15517241379310345,PPO
0.8125987213238061,23,0.6724137931034483,0.15517241379310345,PPO
0.8143098909364423,24,0.6896551724137931,0.1724137931034483,PPO
0.8371944339977436,25,0.7241379310344828,0.1724137931034483,PPO
0.8428544565626176,26,0.7586206896551724,0.1724137931034483,PPO
0.8523128995863107,27,0.7931034482758621,0.1724137931034483,PPO
0.8597216998871757,28,0.8103448275862069,0.1896551724137931,PPO
0.8682399398270028,29,0.8448275862068966,0.1896551724137931,PPO
0.8741256111320046,30,0.8793103448275862,0.1896551724137931,PPO
0.8787702143663032,31,0.9137931034482759,0.1896551724137931,PPO
0.8842798044377587,32,0.9310344827586207,0.20689655172413793,PPO
0.8968597216998873,33,0.9655172413793104,0.20689655172413793,PPO
0.898364046634073,34,0.9827586206896551,0.22413793103448276,PPO
0.898364046634073,35,0.9827586206896551,0.25862068965517243,PPO
0.898364046634073,36,0.9827586206896551,0.29310344827586204,PPO
0.898364046634073,37,0.9827586206896551,0.3275862068965517,PPO
0.9,38,1.0,0.3275862068965517,PPO
